,name,width,height,class,xmin,ymin,xmax,ymax
53,-PKOyjdKoA5R_MAMl1ptOg,"[3840, 3840]","[1920, 1920]","['no-right-left-or-u-turn', 'no-right-left-or-u-turn']","[2837.8125, 1347.1875]","[787.03125, 943.125]","[2908.125, 1365.0]","[862.03125, 962.8125]"
54,-PqKxWAL4vxVf421ukhC6A,[4208],[3120],['speed-limit'],[1733.12890625],[1780.13671875],[1775.25],[1828.88671875]
55,-Pz8xWvMzoM_r0zwvIO9Yg,[5660],[2830],['speed-limit'],[255.6396484375],[1224.99755859375],[288.8037109375],[1256.0888671875]
56,-R4OdUwzl69TMk3ForowMQ,"[3984, 3984]","[2988, 2988]","['no-entry', 'no-entry']","[2475.41015625, 2896.5703125]","[1340.806640625, 1334.2412109375]","[2494.86328125, 2928.66796875]","[1389.6826171875, 1386.7646484375]"
57,-RLOns23d2Ca7nv74pQ-jw,[3264],[1836],['no-stopping-no-parking'],[2570.71875],[813.111328125],[2658.375],[897.380859375]
58,-RqNA0W5fw8QuAbYUvbbNA,"[4608, 4608]","[3456, 3456]","['no-stopping-no-parking', 'no-stopping-no-parking']","[1918.125, 2626.875]","[1804.78125, 1830.09375]","[1958.625, 2670.75]","[1848.65625, 1873.96875]"
59,-TH7w8sR0zwOQNPDHSK72w,"[7776, 7776]","[3888, 3888]","['no-entry', 'no-entry']","[6308.5078125, 5325.1171875]","[1963.93359375, 1792.125]","[6407.2265625, 5380.171875]","[2067.3984375, 1849.078125]"
60,-U1qghw2tvCxP0_TW2XiUQ,"[4992, 4992, 4992, 4992, 4992]","[3744, 3744, 3744, 3744, 3744]","['speed-limit', 'no-stopping-no-parking', 'other', 'no-stopping-no-parking', 'no-stopping-no-parking']","[3237.0, 2787.28125, 3809.8125, 2532.5625, 2771.4375]","[1946.953125, 2285.15625, 1803.4453125, 2415.8671875, 2281.5]","[3290.625, 2823.84375, 4075.5, 2560.59375, 2849.4375]","[1999.96875, 2359.1953125, 2051.15625, 2447.859375, 2361.9375]"
61,-USJxUPQMMgHpITpzK0Ptg,[3968],[2976],['no-stopping-no-parking'],[2169.03125],[1288.921875],[2212.625],[1367.390625]
62,-UpC0UCSsrawKLPXan32yw,"[4608, 4608, 4608]","[3456, 3456, 3456]","['speed-limit', 'speed-limit', 'speed-limit']","[1243.125, 1699.875, 1638.0]","[1672.3125, 1682.4375, 1690.875]","[1280.25, 1738.125, 1667.25]","[1704.375, 1722.09375, 1717.03125]"
63,-Uu9SyEFABUp3SjRoUAVrQ,[4000],[3000],['no-right-left-or-u-turn'],[1816.40625],[1461.9140625],[1902.34375],[1568.115234375]
64,-VWdI-7LYe61ckvdQ3d8eg,"[1920, 1920, 1920]","[1080, 1080, 1080]","['speed-limit', 'speed-limit', 'speed-limit']","[0.0, 10.78125, 0.0]","[468.80859375, 404.736328125, 530.5078125]","[30.9375, 42.65625, 20.15625]","[517.060546875, 454.04296875, 578.49609375]"
65,-X7XPBP65Hzq6u-VZvhktQ,[4624],[3488],['road-closed'],[3569.6015625],[1434.03125],[3595.56640625],[1471.5]
66,-XHAUmZZZbxqXu5Sg83XEg,[1280],[720],['no-right-left-or-u-turn'],[651.25],[509.23828125],[665.9375],[523.828125]
67,-Xj_gTKAm67tlUUcuT_ruQ,"[3264, 3264, 3264, 3264]","[2448, 2448, 2448, 2448]","['speed-limit', 'other', 'no-stopping-no-parking', 'speed-limit']","[1996.96875, 1997.765625, 2003.34375, 1476.609375]","[658.01953125, 474.5390625, 848.07421875, 1355.484375]","[2185.828125, 2183.4375, 2197.78125, 1497.328125]","[843.29296875, 658.6171875, 1041.1171875, 1377.59765625]"
68,-XokD1NspXZcoBgVcDP4Hw,[4032],[3024],['no-entry'],[1363.359375],[1453.67578125],[1379.109375],[1470.65625]
69,-Y2dYP9xLFN8i_ayxtoihw,"[4608, 4608]","[2592, 2592]","['speed-limit', 'no-right-left-or-u-turn']","[2313.0, 3269.25]","[1194.75, 918.84375]","[2328.75, 3327.75]","[1218.796875, 973.8984375]"
70,-Y2s4tpApvh23poyS3Ogww,"[3264, 3264]","[2448, 2448]","['no-entry', 'no-entry']","[1936.40625, 2004.140625]","[1059.64453125, 1213.2421875]","[1971.46875, 2040.0]","[1096.69921875, 1247.90625]"
71,-YvELmkm13Kzeve0mxJBqw,"[4032, 4032]","[3024, 3024]","['speed-limit', 'speed-limit']","[3214.96875, 2999.390625]","[1142.859375, 1142.12109375]","[3416.765625, 3216.9375]","[1377.6328125, 1382.80078125]"
72,-ZMz2I0MhN95ZpRsgcJqGg,[4032],[3024],['no-entry'],[3797.71875],[1979.33203125],[3961.125],[2123.296875]
73,-_A7HZFIskUUGZOJas29gw,[4128],[3096],['no-entry'],[2862.1875],[1591.083984375],[2877.3046875],[1654.576171875]
74,-_EpR6BuSfdj4nO5EIPZnA,"[3840, 3840]","[2160, 2160]","['other', 'speed-limit']","[1504.6875, 2715.0]","[714.55078125, 732.48046875]","[1585.3125, 2747.8125]","[799.98046875, 768.33984375]"
75,-_H-fU2xsfhuvgh-cidAzA,[3264],[2448],['road-closed'],[1966.6875],[1161.84375],[2027.25],[1219.21875]
76,-bJ8s5skG4g-BK7vCPGo2Q,[3264],[2448],['road-closed'],[1524.421875],[1690.76953125],[1546.734375],[1712.8828125]
77,-beRiLdyaEnBx7oBtGsRwA,[4032],[3024],['other'],[1936.265625],[2025.84375],[1981.546875],[2074.5703125]
78,-borq7259ftPnkkm7L38FQ,[4032],[2268],['speed-limit'],[2004.1875],[1018.2744140625],[2032.734375],[1046.513671875]
79,-bsVfeITzIyGXUMGWUw_ug,[1280],[720],['speed-limit'],[741.25],[499.04296875],[763.125],[521.54296875]
80,-c9SuzQwP_tsh0f9Lg5YdA,[1280],[960],['other'],[742.5],[498.515625],[778.4375],[533.671875]
81,-cBnqy-32-BKSQBzSEOuiw,"[2560, 2560]","[1920, 1920]","['speed-limit', 'speed-limit']","[1715.625, 1355.0]","[1239.375, 1246.40625]","[1735.625, 1375.625]","[1265.625, 1272.65625]"
82,-cOu9CgYcqWytzymAsYA0A,"[3264, 3264, 3264, 3264]","[2448, 2448, 2448, 2448]","['no-stopping-no-parking', 'no-stopping-no-parking', 'no-stopping-no-parking', 'no-stopping-no-parking']","[2579.484375, 2580.28125, 2122.078125, 2122.078125]","[1206.0703125, 1258.6640625, 1345.921875, 1319.02734375]","[2634.46875, 2634.46875, 2148.375, 2149.171875]","[1258.6640625, 1311.85546875, 1372.21875, 1343.53125]"
83,-cvaoUGuF79wSV0ES6QTKQ,[2560],[1920],['no-stopping-no-parking'],[200.0],[815.625],[250.0],[861.09375]
84,-cxAnSIV--12nraYqbyRUA,[4160],[3120],['no-right-left-or-u-turn'],[2881.328125],[1454.12109375],[2980.859375],[1550.09765625]
85,-dHC2MM-tUWgqDx_7i5Reg,"[4128, 4128]","[3096, 3096]","['speed-limit', 'other']","[1588.3125, 3881.0859375]","[1463.34375, 1139.8359375]","[1665.9140625, 3929.4609375]","[1538.173828125, 1187.455078125]"
86,-dxXjzBb0p9C8cVtP0o7qQ,"[4032, 4032]","[3024, 3024]","['no-stopping-no-parking', 'no-stopping-no-parking']","[2150.859375, 3886.3125]","[1248.43359375, 1351.79296875]","[2214.84375, 3948.328125]","[1315.6171875, 1433.7421875]"
87,-e37GNHnSI_MPacS5Tz5UQ,[4032],[3024],['speed-limit'],[1250.15625],[1222.59375],[1273.78125],[1291.25390625]
88,-eYDa6OKnteELoRdPQCMrQ,[5660],[2830],['speed-limit'],[2935.01953125],[1359.7265625],[2964.0380859375],[1396.34521484375]
89,-edhJiOPKkHYAxdml9r7mg,"[5312, 5312]","[2988, 2988]","['no-right-left-or-u-turn', 'no-right-left-or-u-turn']","[2362.90625, 1561.4375]","[1366.3388671875, 714.1728515625]","[2388.84375, 1759.859375]","[1393.330078125, 911.865234375]"
90,-f-E_pLApKkjO4LSGPNRQQ,"[3264, 3264]","[2448, 2448]","['no-stopping-no-parking', 'no-stopping-no-parking']","[1705.3125, 1742.765625]","[1444.53515625, 1440.94921875]","[1737.1875, 1779.421875]","[1477.40625, 1475.61328125]"
91,-fJOexo6x_iCJ0u6T_BHAA,[5344],[3006],['speed-limit'],[3090.8046875],[1603.54248046875],[3285.203125],[1797.28857421875]
92,-fhyNpWPzJxcFznoWSsGpw,[3264],[2448],['other'],[202.40625],[1038.12890625],[532.3125],[1334.56640625]
93,-g7Y-7UwY2LajhPF6fn5fA,"[1600, 1600]","[1184, 1184]","['speed-limit', 'speed-limit']","[382.421875, 859.765625]","[174.3046875, 188.46875]","[418.75, 891.40625]","[221.421875, 236.7421875]"
94,-gV4nG-7GAoQOLfuxidvEw,"[4128, 4128, 4128]","[3096, 3096, 3096]","['no-entry', 'no-entry', 'no-entry']","[546.234375, 948.3515625, 2369.3671875]","[1089.193359375, 1399.8515625, 1386.24609375]","[634.921875, 1069.2890625, 2483.25]","[1279.669921875, 1520.033203125, 1501.892578125]"
95,-gz9bOB9baUT7bryLXacMg,"[1920, 1920]","[1080, 1080]","['other', 'speed-limit']","[1196.71875, 839.53125]","[112.32421875, 71.19140625]","[1266.09375, 911.25]","[181.669921875, 134.736328125]"
96,-hhRthdzt5Oky4NBR2FNWA,"[3264, 3264, 3264]","[2448, 2448, 2448]","['other', 'speed-limit', 'speed-limit']","[674.953125, 1644.75, 1659.09375]","[1174.9921875, 1169.61328125, 1247.90625]","[698.0625, 1702.921875, 1697.34375]","[1210.25390625, 1227.5859375, 1286.15625]"
97,-iaApNcUrzMVk3tDChgSNg,[3264],[2448],['speed-limit'],[1773.046875],[1721.25],[1804.125],[1753.5234375]
98,-j4uX7g8N5mwtDOhWx2ZXw,[2448],[3264],['no-stopping-no-parking'],[47.21484375],[234.28125],[256.39453125],[698.0625]
99,-jhqNCQcsRNs88iAUtttpw,[4608],[3456],['no-right-left-or-u-turn'],[1188.0],[1527.1875],[1207.125],[1554.1875]
100,-jrerGJ6TwcGsynujs836w,"[3840, 3840, 3840]","[2160, 2160, 2160]","['speed-limit', 'no-stopping-no-parking', 'no-stopping-no-parking']","[2895.9375, 2895.0, 1188.75]","[1016.71875, 1057.8515625, 1014.08203125]","[2922.1875, 2921.25, 1224.375]","[1056.26953125, 1096.34765625, 1048.359375]"
101,-koJxu16wZChFAi7BvOxQw,[4032],[3024],['speed-limit'],[2492.4375],[1710.59765625],[2511.140625],[1730.53125]
102,-lnSgxv4jQv84UD_vganJw,[1600],[1200],['no-right-left-or-u-turn'],[485.546875],[681.4453125],[505.46875],[701.953125]
103,-lw3mUDZ56348AA7xtiZ6Q,[3264],[2448],['no-entry'],[393.65625],[1295.12109375],[426.328125],[1372.21875]
104,-mZ3FS4JXBPkJJKvF2U8-A,"[3264, 3264]","[2448, 2448]","['speed-limit', 'speed-limit']","[2518.125, 1969.078125]","[1715.2734375, 1693.16015625]","[2553.1875, 2005.734375]","[1754.12109375, 1728.421875]"
105,-mlR-79MiQKtFQWunRl5Qw,[3328],[1872],['no-stopping-no-parking'],[2639.0],[1311.6796875],[2715.375],[1398.515625]
106,-mlRH8YvhrjGIMy8M80Itg,[3264],[2448],['no-entry'],[299.625],[1941.1875],[353.015625],[1989.59765625]
107,-nJvN0qv_YvfdxP2Vk-T0A,[4160],[3120],['no-right-left-or-u-turn'],[1068.4375],[1419.08203125],[1179.140625],[1527.24609375]
108,-nUni3iuEH0aYf-rzokxtA,[3840],[2160],['no-stopping-no-parking'],[1715.625],[839.53125],[1779.375],[904.39453125]
109,-nkXI9G16ok56ioLAIfMjQ,[3984],[2988],['no-entry'],[2800.27734375],[1898.8681640625],[2851.828125],[1950.662109375]
110,-o4-dLzOXoOSOdR4P9ZGtA,[3984],[2988],['no-right-left-or-u-turn'],[2117.47265625],[1456.7958984375],[2215.7109375],[1539.228515625]
111,-oNI_jRX_KWGmwRJkbBo6g,[4000],[3000],['speed-limit'],[2073.2421875],[1691.162109375],[2098.6328125],[1718.994140625]
112,-p22WRuoxLLtw-8UW8rJMQ,[3264],[1836],['no-entry'],[1663.078125],[1026.474609375],[1679.8125],[1043.0595703125]
113,-pC_VYdk2wu7pq3APJcgmA,[3840],[2160],['no-entry'],[3429.375],[912.83203125],[3537.1875],[1017.24609375]
114,-pQ99WUjNEXlLCLvEOl5UQ,[4032],[3024],['no-right-left-or-u-turn'],[2740.5],[2028.796875],[2912.765625],[2205.24609375]
115,-plBGWZ2Dd6achUeZCQVxg,[5640],[2820],['speed-limit'],[5507.8125],[1360.4296875],[5554.62890625],[1405.1806640625]
116,-plL0M4Rdc5rixl0cmgkPw,"[4032, 4032]","[3024, 3024]","['speed-limit', 'no-entry']","[2037.65625, 431.15625]","[1782.2109375, 1830.9375]","[2072.109375, 448.875]","[1816.91015625, 1848.65625]"
117,-psav19vCGaF_xwg8Hdseg,[4032],[3024],['no-stopping-no-parking'],[3240.5625],[1461.796875],[3378.375],[1591.734375]
118,-qMkh96LJduUGdgXAI3Wkg,[4032],[3024],['no-right-left-or-u-turn'],[1895.90625],[1983.76171875],[1914.609375],[2003.6953125]
119,-qPDdzFvyHPQeZEjVbXpdA,[3264],[2448],['no-stopping-no-parking'],[1936.40625],[1524.0234375],[1970.671875],[1561.078125]
120,-qhzYlHwjsJhIz8TBGW1Zw,[3264],[1840],['speed-limit'],[1098.890625],[1070.0390625],[1136.34375],[1105.52734375]
121,-rgmq1yn5WtkY_9TbHaV9w,[3264],[2448],['no-entry'],[399.234375],[1620.84375],[430.3125],[1648.93359375]
122,-tfKvOeKDF0lecXrF2JUWA,"[2048, 2048]","[1520, 1520]","['other', 'other']","[490.0, 344.0]","[800.8203125, 806.7578125]","[532.0, 388.5]","[841.640625, 847.94921875]"
123,-tj5UooPIFsVdLYQ9yIeGw,[1920],[1080],['speed-limit'],[1215.46875],[738.544921875],[1288.125],[813.1640625]
124,-uhoGH0rMFxBg8Qk2ZNe0A,[1280],[720],['no-right-left-or-u-turn'],[279.0625],[243.6328125],[345.625],[305.5078125]
125,-vUlJOY7tlnslTXdJUMq5w,[4000],[3000],['speed-limit'],[139.6484375],[1158.69140625],[268.5546875],[1339.599609375]
126,-wFNZYTX4hOZNO2QPDSq1w,[4128],[3096],['no-right-left-or-u-turn'],[2315.953125],[1461.83203125],[2387.5078125],[1532.8828125]
127,-wL62IkKt-GYxSrgfEsTmQ,"[3264, 3264]","[2448, 2448]","['no-stopping-no-parking', 'speed-limit']","[1741.96875, 1702.921875]","[1610.68359375, 1614.8671875]","[1777.828125, 1736.390625]","[1648.3359375, 1651.32421875]"
128,-x1SCxZHdnj3KgKBLaf3Ew,[4032],[3024],['no-right-left-or-u-turn'],[2271.9375],[1538.578125],[2288.671875],[1563.6796875]
129,-x3gubje4McDshFQlugy2g,"[4160, 4160]","[3120, 3120]","['speed-limit', 'no-right-left-or-u-turn']","[908.984375, 1150.703125]","[2164.04296875, 2052.83203125]","[956.71875, 1227.890625]","[2210.5078125, 2132.05078125]"
130,-xGaognrqxKl3i10liC4SQ,[4032],[3024],['no-stopping-no-parking'],[1889.015625],[1707.64453125],[1926.421875],[1745.296875]
131,-xWSNQvR5SitE4EKoW8YaA,"[3984, 3984]","[2988, 2988]","['no-stopping-no-parking', 'no-stopping-no-parking']","[2690.3671875, 2119.41796875]","[1251.0791015625, 1631.8740234375]","[2815.83984375, 2152.48828125]","[1372.1748046875, 1665.4306640625]"
132,-xXH-hWkj5I-4Vsc0Ux95Q,"[5248, 5248]","[3936, 3936]","['no-stopping-no-parking', 'other']","[4691.9375, 2612.46875]","[1725.84375, 2746.359375]","[5068.625, 2663.71875]","[2119.828125, 2801.1328125]"
133,-xXaJ498qasROX0b0Gfhjg,"[1280, 1280]","[720, 720]","['no-entry', 'no-entry']","[339.0625, 489.6875]","[334.86328125, 321.85546875]","[350.0, 501.25]","[344.70703125, 333.28125]"
134,-xe8Va6xgEtGq8pvY6TuYQ,[4160],[3120],['speed-limit'],[2282.109375],[1113.6328125],[2313.59375],[1145.625]
135,-xi30NqLMFQiChV2peZN7Q,"[3264, 3264]","[2448, 2448]","['no-right-left-or-u-turn', 'speed-limit']","[2656.78125, 2065.5]","[1621.44140625, 1290.33984375]","[2692.640625, 2194.59375]","[1655.5078125, 1421.2265625]"
136,-yhJa_6IvRvzuKUlkLRJzQ,"[4608, 4608]","[3456, 3456]","['no-stopping-no-parking', 'other']","[1048.5, 2679.75]","[1973.53125, 1985.34375]","[1069.875, 2711.25]","[2016.5625, 2016.5625]"
137,-yvolHvUOJLTk6waEjxUPg,[1920],[1080],['no-stopping-no-parking'],[1378.59375],[264.990234375],[1440.0],[353.3203125]
138,-z45-qHZiJOcQnC5BWUd8A,"[3264, 3264]","[2448, 2448]","['no-entry', 'speed-limit']","[2209.734375, 3177.9375]","[1185.15234375, 1273.0078125]","[2243.203125, 3263.203125]","[1221.01171875, 1362.05859375]"
139,-zBiv-GzqyFkL-382zp2Gw,[3264],[2448],['no-stopping-no-parking'],[3024.140625],[2293.8046875],[3057.609375],[2326.67578125]
140,-zHRINJUZtCx-qN7X1g0tg,"[3264, 3264]","[2448, 2448]","['no-stopping-no-parking', 'no-stopping-no-parking']","[1146.703125, 1733.203125]","[1226.98828125, 1249.1015625]","[1172.203125, 1765.875]","[1253.28515625, 1276.59375]"
141,-zVvUrCPn5Ng0i--t1ieBg,[4000],[3000],['no-entry'],[2533.203125],[1973.876953125],[2569.3359375],[2035.400390625]
142,-zg044V7GX10Qj2prrhUrA,[3264],[2448],['no-stopping-no-parking'],[1901.34375],[1473.8203125],[1931.625],[1504.30078125]
143,0-jDDma8T7nhDrwL5JOjew,[3264],[1836],['no-entry'],[1098.890625],[510.99609375],[1133.953125],[576.8876953125]
144,00esmAinHAQ3bngGcaNGng,[1920],[1080],['speed-limit'],[928.59375],[785.7421875],[952.96875],[808.681640625]
145,01MLA670cZZHrubeqNm5cw,[3264],[2448],['other'],[102.796875],[715.39453125],[211.171875],[809.82421875]
146,01MO3qSV10LE1pjQFHX-kw,[3264],[2448],['no-stopping-no-parking'],[26.296875],[1658.49609375],[58.96875],[1727.82421875]
