,name,width,height,class,xmin,ymin,xmax,ymax
118,-PKOyjdKoA5R_MAMl1ptOg_166_aug,[3840],[1920],['no-right-left-or-u-turn'],[640.1223],[952.1287],[732.92163],[1028.2798]
119,-PKOyjdKoA5R_MAMl1ptOg_167_aug,[3840],[1920],['no-right-left-or-u-turn'],[2836.0776],[605.57263],[2852.2139],[622.80585]
120,-PKOyjdKoA5R_MAMl1ptOg_2500_aug,[3840],[1920],['no-right-left-or-u-turn'],[364.33002],[591.6946],[450.3701],[676.29004]
121,-PKOyjdKoA5R_MAMl1ptOg_2501_aug,[3840],[1920],['no-right-left-or-u-turn'],[1215.8016],[659.84546],[1235.8077],[679.4681]
122,-PKOyjdKoA5R_MAMl1ptOg_3667_aug,[3840],[1920],['no-right-left-or-u-turn'],[2427.12],[1125.007],[2499.3906],[1206.5616]
123,-PKOyjdKoA5R_MAMl1ptOg_3668_aug,[3840],[1920],['no-right-left-or-u-turn'],[1888.6906],[895.9879],[1904.7845],[916.0474]
124,-PqKxWAL4vxVf421ukhC6A,[4208],[3120],['speed-limit'],[1733.12890625],[1780.13671875],[1775.25],[1828.88671875]
125,-Pz8xWvMzoM_r0zwvIO9Yg,[5660],[2830],['speed-limit'],[255.6396484375],[1224.99755859375],[288.8037109375],[1256.0888671875]
126,-R4OdUwzl69TMk3ForowMQ,"[3984, 3984]","[2988, 2988]","['no-entry', 'no-entry']","[2475.41015625, 2896.5703125]","[1340.806640625, 1334.2412109375]","[2494.86328125, 2928.66796875]","[1389.6826171875, 1386.7646484375]"
127,-RLOns23d2Ca7nv74pQ-jw,[3264],[1836],['no-stopping-no-parking'],[2570.71875],[813.111328125],[2658.375],[897.380859375]
128,-RLOns23d2Ca7nv74pQ-jw_1957_aug,[3264],[1836],['no-stopping-no-parking'],[2434.781],[694.8275],[2528.2383],[768.74805]
129,-RLOns23d2Ca7nv74pQ-jw_234_aug,[3264],[1836],['no-stopping-no-parking'],[134.80042],[667.08606],[250.81096],[775.92773]
130,-RLOns23d2Ca7nv74pQ-jw_3680_aug,[3264],[1836],['no-stopping-no-parking'],[1279.3268],[948.39777],[1367.5211],[1036.7114]
131,-RqNA0W5fw8QuAbYUvbbNA,"[4608, 4608]","[3456, 3456]","['no-stopping-no-parking', 'no-stopping-no-parking']","[1918.125, 2626.875]","[1804.78125, 1830.09375]","[1958.625, 2670.75]","[1848.65625, 1873.96875]"
132,-TH7w8sR0zwOQNPDHSK72w,"[7776, 7776]","[3888, 3888]","['no-entry', 'no-entry']","[6308.5078125, 5325.1171875]","[1963.93359375, 1792.125]","[6407.2265625, 5380.171875]","[2067.3984375, 1849.078125]"
133,-TH7w8sR0zwOQNPDHSK72w_1644_aug,[7776],[3888],['no-entry'],[6264.959],[3161.2246],[6367.2935],[3303.7522]
134,-TH7w8sR0zwOQNPDHSK72w_1645_aug,[7776],[3888],['no-entry'],[4107.0034],[2144.505],[4163.323],[2199.496]
135,-TH7w8sR0zwOQNPDHSK72w_203_aug,[7776],[3888],['no-entry'],[2134.9016],[1802.4801],[2270.4111],[1925.114]
136,-TH7w8sR0zwOQNPDHSK72w_204_aug,[7776],[3888],['no-entry'],[5727.0654],[1922.7573],[5794.511],[1982.4493]
137,-TH7w8sR0zwOQNPDHSK72w_3085_aug,[7776],[3888],['no-entry'],[2220.4775],[748.4578],[2356.573],[858.0177]
138,-TH7w8sR0zwOQNPDHSK72w_3086_aug,[7776],[3888],['no-entry'],[5386.503],[1705.4692],[5445.4414],[1775.3265]
139,-U1qghw2tvCxP0_TW2XiUQ,"[4992, 4992, 4992, 4992, 4992]","[3744, 3744, 3744, 3744, 3744]","['speed-limit', 'no-stopping-no-parking', 'other', 'no-stopping-no-parking', 'no-stopping-no-parking']","[3237.0, 2787.28125, 3809.8125, 2532.5625, 2771.4375]","[1946.953125, 2285.15625, 1803.4453125, 2415.8671875, 2281.5]","[3290.625, 2823.84375, 4075.5, 2560.59375, 2849.4375]","[1999.96875, 2359.1953125, 2051.15625, 2447.859375, 2361.9375]"
140,-USJxUPQMMgHpITpzK0Ptg,[3968],[2976],['no-stopping-no-parking'],[2169.03125],[1288.921875],[2212.625],[1367.390625]
141,-USJxUPQMMgHpITpzK0Ptg_1956_aug,[3968],[2976],['no-stopping-no-parking'],[2673.4746],[662.85785],[2711.1938],[753.2964]
142,-USJxUPQMMgHpITpzK0Ptg_233_aug,[3968],[2976],['no-stopping-no-parking'],[1299.4916],[1678.667],[1365.2515],[1768.0466]
143,-USJxUPQMMgHpITpzK0Ptg_3679_aug,[3968],[2976],['no-stopping-no-parking'],[1837.406],[981.0779],[1886.5979],[1058.0027]
144,-UpC0UCSsrawKLPXan32yw,"[4608, 4608, 4608]","[3456, 3456, 3456]","['speed-limit', 'speed-limit', 'speed-limit']","[1243.125, 1699.875, 1638.0]","[1672.3125, 1682.4375, 1690.875]","[1280.25, 1738.125, 1667.25]","[1704.375, 1722.09375, 1717.03125]"
145,-Uu9SyEFABUp3SjRoUAVrQ,[4000],[3000],['no-right-left-or-u-turn'],[1816.40625],[1461.9140625],[1902.34375],[1568.115234375]
146,-Uu9SyEFABUp3SjRoUAVrQ_1327_aug,[4000],[3000],['no-right-left-or-u-turn'],[1952.7244],[1052.6277],[2057.541],[1156.9441]
147,-Uu9SyEFABUp3SjRoUAVrQ_2494_aug,[4000],[3000],['no-right-left-or-u-turn'],[1918.9717],[1119.9415],[1992.2253],[1211.5073]
148,-Uu9SyEFABUp3SjRoUAVrQ_3661_aug,[4000],[3000],['no-right-left-or-u-turn'],[1516.9185],[1731.7902],[1615.8126],[1842.1854]
149,-VWdI-7LYe61ckvdQ3d8eg,"[1920, 1920, 1920]","[1080, 1080, 1080]","['speed-limit', 'speed-limit', 'speed-limit']","[0.0, 10.78125, 0.0]","[468.80859375, 404.736328125, 530.5078125]","[30.9375, 42.65625, 20.15625]","[517.060546875, 454.04296875, 578.49609375]"
150,-X7XPBP65Hzq6u-VZvhktQ,[4624],[3488],['road-closed'],[3569.6015625],[1434.03125],[3595.56640625],[1471.5]
151,-X7XPBP65Hzq6u-VZvhktQ_1048_aug,[4624],[3488],['road-closed'],[1639.2385],[1932.699],[1669.439],[1968.5823]
152,-X7XPBP65Hzq6u-VZvhktQ_1252_aug,[4624],[3488],['road-closed'],[4091.896],[1686.5223],[4122.7705],[1729.9567]
153,-X7XPBP65Hzq6u-VZvhktQ_1456_aug,[4624],[3488],['road-closed'],[3146.4324],[1703.468],[3172.0159],[1738.1445]
154,-X7XPBP65Hzq6u-VZvhktQ_1660_aug,[4624],[3488],['road-closed'],[1008.2878],[2233.5396],[1043.644],[2281.1436]
155,-X7XPBP65Hzq6u-VZvhktQ_1864_aug,[4624],[3488],['road-closed'],[2716.0586],[1329.9735],[2748.3408],[1375.4955]
156,-X7XPBP65Hzq6u-VZvhktQ_2272_aug,[4624],[3488],['road-closed'],[3930.7344],[1601.4216],[3956.3657],[1643.5519]
157,-X7XPBP65Hzq6u-VZvhktQ_232_aug,[4624],[3488],['road-closed'],[506.4648],[1666.1841],[533.2212],[1704.1649]
158,-X7XPBP65Hzq6u-VZvhktQ_2476_aug,[4624],[3488],['road-closed'],[4288.6597],[2010.6222],[4318.9707],[2045.164]
159,-X7XPBP65Hzq6u-VZvhktQ_2680_aug,[4624],[3488],['road-closed'],[1294.1416],[699.7523],[1329.1486],[734.1915]
160,-X7XPBP65Hzq6u-VZvhktQ_2884_aug,[4624],[3488],['road-closed'],[4410.417],[2139.8926],[4446.032],[2187.7388]
161,-X7XPBP65Hzq6u-VZvhktQ_28_aug,[4624],[3488],['road-closed'],[493.3371],[1315.0961],[526.7838],[1354.4523]
162,-X7XPBP65Hzq6u-VZvhktQ_3088_aug,[4624],[3488],['road-closed'],[2516.307],[1643.5385],[2541.609],[1690.7933]
163,-X7XPBP65Hzq6u-VZvhktQ_3292_aug,[4624],[3488],['road-closed'],[3651.3972],[1671.9546],[3685.743],[1706.7556]
164,-X7XPBP65Hzq6u-VZvhktQ_3496_aug,[4624],[3488],['road-closed'],[2856.8596],[702.5855],[2885.344],[747.6363]
165,-X7XPBP65Hzq6u-VZvhktQ_3700_aug,[4624],[3488],['road-closed'],[1069.3708],[861.9442],[1099.6471],[894.3607]
