,name,width,height,class,xmin,ymin,xmax,ymax
111,-XokD1NspXZcoBgVcDP4Hw_3091_aug,[4032],[3024],['no-entry'],[1326.7959],[1320.1472],[1345.3236],[1338.835]
112,-Y2dYP9xLFN8i_ayxtoihw_162_aug,[4608],[2592],['no-right-left-or-u-turn'],[977.8824],[757.9261],[1043.5759],[821.9909]
113,-Y2dYP9xLFN8i_ayxtoihw_2496_aug,[4608],[2592],['no-right-left-or-u-turn'],[672.9387],[358.44547],[730.9237],[418.65997]
114,-Y2dYP9xLFN8i_ayxtoihw_3663_aug,[4608],[2592],['no-right-left-or-u-turn'],[3499.7886],[853.0364],[3558.6868],[908.5948]
115,-Y2s4tpApvh23poyS3Ogww_207_aug,[3264],[2448],['no-entry'],[1405.9998],[697.0698],[1450.921],[743.8723]
116,-Y2s4tpApvh23poyS3Ogww_208_aug,[3264],[2448],['no-entry'],[696.21643],[1416.058],[728.5313],[1447.8679]
117,-Y2s4tpApvh23poyS3Ogww_3089_aug,[3264],[2448],['no-entry'],[1019.0786],[1117.393],[1062.5775],[1155.9794]
118,-ZMz2I0MhN95ZpRsgcJqGg_1651_aug,[4032],[3024],['no-entry'],[62.31883],[2506.3892],[222.25838],[2681.548]
119,-ZMz2I0MhN95ZpRsgcJqGg_210_aug,[4032],[3024],['no-entry'],[547.88354],[1865.8616],[724.18005],[2050.7913]
120,-_A7HZFIskUUGZOJas29gw_1652_aug,[4128],[3096],['no-entry'],[3373.1184],[2029.9719],[3387.699],[2083.899]
121,-_A7HZFIskUUGZOJas29gw_211_aug,[4128],[3096],['no-entry'],[2106.3535],[1516.2039],[2127.5725],[1578.9286]
122,-_A7HZFIskUUGZOJas29gw_3093_aug,[4128],[3096],['no-entry'],[3155.1482],[1250.9974],[3173.7463],[1316.6776]
123,-_EpR6BuSfdj4nO5EIPZnA_1488_aug,[3840],[2160],['other'],[2764.1094],[369.1218],[2857.153],[464.335]
124,-_EpR6BuSfdj4nO5EIPZnA_190_aug,[3840],[2160],['other'],[1621.0278],[574.38617],[1707.9749],[674.6427]
125,-_EpR6BuSfdj4nO5EIPZnA_2786_aug,[3840],[2160],['other'],[1342.9749],[884.86694],[1431.8258],[987.6204]
126,-beRiLdyaEnBx7oBtGsRwA_180_aug,[4032],[3024],['other'],[2422.2644],[2026.1478],[2466.2502],[2084.0398]
127,-beRiLdyaEnBx7oBtGsRwA_2776_aug,[4032],[3024],['other'],[2455.8137],[2134.612],[2507.0293],[2183.218]
128,-c9SuzQwP_tsh0f9Lg5YdA_186_aug,[1280],[960],['other'],[697.4925],[405.2274],[735.61597],[436.77814]
129,-c9SuzQwP_tsh0f9Lg5YdA_2782_aug,[1280],[960],['other'],[956.0866],[508.16254],[987.2427],[542.4338]
130,-cxAnSIV--12nraYqbyRUA_1320_aug,[4160],[3120],['no-right-left-or-u-turn'],[2202.0889],[1087.517],[2331.0105],[1184.5569]
131,-cxAnSIV--12nraYqbyRUA_153_aug,[4160],[3120],['no-right-left-or-u-turn'],[2463.4622],[1797.5139],[2551.5222],[1881.8496]
132,-cxAnSIV--12nraYqbyRUA_2487_aug,[4160],[3120],['no-right-left-or-u-turn'],[3107.9502],[1609.5963],[3225.8877],[1724.4255]
133,-cxAnSIV--12nraYqbyRUA_3654_aug,[4160],[3120],['no-right-left-or-u-turn'],[3150.3818],[1774.3866],[3269.415],[1884.7968]
134,-dxXjzBb0p9C8cVtP0o7qQ_0_aug,[4032],[3024],['no-stopping-no-parking'],[1934.6819],[1819.6246],[1996.8843],[1884.8062]
135,-dxXjzBb0p9C8cVtP0o7qQ_1723_aug,[4032],[3024],['no-stopping-no-parking'],[2878.6826],[1764.2124],[2941.55],[1831.21]
136,-dxXjzBb0p9C8cVtP0o7qQ_1_aug,[4032],[3024],['no-stopping-no-parking'],[4302.4834],[1431.5468],[4377.089],[1506.6423]
137,-dxXjzBb0p9C8cVtP0o7qQ_3447_aug,[4032],[3024],['no-stopping-no-parking'],[219.72064],[1515.6274],[286.97412],[1598.2394]
138,-edhJiOPKkHYAxdml9r7mg_1332_aug,[5312],[2988],['no-right-left-or-u-turn'],[589.2356],[876.6557],[832.9414],[1134.0696]
139,-edhJiOPKkHYAxdml9r7mg_164_aug,[5312],[2988],['no-right-left-or-u-turn'],[1883.935],[1648.8899],[1905.9905],[1671.0686]
140,-edhJiOPKkHYAxdml9r7mg_2498_aug,[5312],[2988],['no-right-left-or-u-turn'],[3348.7258],[1162.7144],[3381.0942],[1192.3256]
141,-edhJiOPKkHYAxdml9r7mg_2499_aug,[5312],[2988],['no-right-left-or-u-turn'],[4421.5728],[1146.8636],[4640.932],[1375.733]
142,-edhJiOPKkHYAxdml9r7mg_3665_aug,[5312],[2988],['no-right-left-or-u-turn'],[3382.4045],[905.7491],[3410.9578],[938.1801]
143,-edhJiOPKkHYAxdml9r7mg_3666_aug,[5312],[2988],['no-right-left-or-u-turn'],[1481.6611],[655.4437],[1714.9442],[882.4502]
144,-gV4nG-7GAoQOLfuxidvEw_1634_aug,[4128],[3096],['no-entry'],[-30.822601],[886.9588],[110.693245],[1112.0122]
145,-gV4nG-7GAoQOLfuxidvEw_193_aug,[4128],[3096],['no-entry'],[1087.3673],[1604.4291],[1165.9209],[1818.6001]
146,-gV4nG-7GAoQOLfuxidvEw_194_aug,[4128],[3096],['no-entry'],[871.31433],[1078.6616],[1004.14453],[1197.5585]
147,-gV4nG-7GAoQOLfuxidvEw_195_aug,[4128],[3096],['no-entry'],[1953.7632],[1689.113],[2090.8442],[1819.1887]
148,-gV4nG-7GAoQOLfuxidvEw_3075_aug,[4128],[3096],['no-entry'],[3150.047],[268.26932],[3288.9792],[484.20663]
149,-gV4nG-7GAoQOLfuxidvEw_3076_aug,[4128],[3096],['no-entry'],[2288.934],[1709.7042],[2392.4644],[1838.0515]
150,-gV4nG-7GAoQOLfuxidvEw_3077_aug,[4128],[3096],['no-entry'],[1632.9723],[1549.225],[1760.2343],[1707.9387]
151,-gz9bOB9baUT7bryLXacMg_1479_aug,[1920],[1080],['other'],[563.2011],[154.36649],[630.1273],[232.26869]
152,-gz9bOB9baUT7bryLXacMg_181_aug,[1920],[1080],['other'],[1299.65],[353.1823],[1373.3069],[435.9681]
153,-hhRthdzt5Oky4NBR2FNWA_1502_aug,[3264],[2448],['other'],[840.671],[1254.9257],[870.6857],[1296.9393]
154,-hhRthdzt5Oky4NBR2FNWA_204_aug,[3264],[2448],['other'],[-17.849972],[964.3143],[11.23044],[995.1912]
155,-hhRthdzt5Oky4NBR2FNWA_2800_aug,[3264],[2448],['other'],[3147.235],[760.61676],[3180.4246],[793.7609]
156,-j4uX7g8N5mwtDOhWx2ZXw_1946_aug,[2448],[3264],['no-stopping-no-parking'],[-345.22037],[-100.26798],[-80.99248],[370.65945]
157,-j4uX7g8N5mwtDOhWx2ZXw_3669_aug,[2448],[3264],['no-stopping-no-parking'],[2244.4417],[415.43085],[2568.8425],[974.33704]
158,-jhqNCQcsRNs88iAUtttpw_1321_aug,[4608],[3456],['no-right-left-or-u-turn'],[4126.7085],[1267.2659],[4150.0474],[1295.2037]
159,-jhqNCQcsRNs88iAUtttpw_2488_aug,[4608],[3456],['no-right-left-or-u-turn'],[2001.7588],[1867.8213],[2019.2915],[1891.8895]
160,-jhqNCQcsRNs88iAUtttpw_3655_aug,[4608],[3456],['no-right-left-or-u-turn'],[3257.2234],[1588.3456],[3273.0925],[1613.1204]
161,-jrerGJ6TwcGsynujs836w_1947_aug,[3840],[2160],['no-stopping-no-parking'],[1009.7089],[1226.0194],[1036.3467],[1264.757]
162,-jrerGJ6TwcGsynujs836w_1948_aug,[3840],[2160],['no-stopping-no-parking'],[3374.7168],[591.2871],[3417.4023],[626.9568]
163,-jrerGJ6TwcGsynujs836w_3670_aug,[3840],[2160],['no-stopping-no-parking'],[2312.8916],[797.3514],[2349.7446],[841.31915]
164,-jrerGJ6TwcGsynujs836w_3671_aug,[3840],[2160],['no-stopping-no-parking'],[843.3759],[874.13745],[890.3688],[923.4957]
165,-lnSgxv4jQv84UD_vganJw_1322_aug,[1600],[1200],['no-right-left-or-u-turn'],[659.9166],[721.29236],[678.8576],[742.32416]
166,-lnSgxv4jQv84UD_vganJw_155_aug,[1600],[1200],['no-right-left-or-u-turn'],[1223.515],[884.1933],[1240.9954],[905.5162]
167,-lnSgxv4jQv84UD_vganJw_3656_aug,[1600],[1200],['no-right-left-or-u-turn'],[373.08994],[621.7536],[396.22693],[649.05084]
168,-lw3mUDZ56348AA7xtiZ6Q_1638_aug,[3264],[2448],['no-entry'],[3568.622],[768.8284],[3617.0564],[857.8873]
169,-lw3mUDZ56348AA7xtiZ6Q_3079_aug,[3264],[2448],['no-entry'],[216.69418],[1380.6466],[260.5023],[1450.5251]
170,-mlR-79MiQKtFQWunRl5Qw_1949_aug,[3328],[1872],['no-stopping-no-parking'],[1217.6023],[1358.7231],[1289.7715],[1454.4012]
171,-mlR-79MiQKtFQWunRl5Qw_226_aug,[3328],[1872],['no-stopping-no-parking'],[1893.6442],[975.35333],[1961.5198],[1051.9061]
172,-mlRH8YvhrjGIMy8M80Itg_1639_aug,[3264],[2448],['no-entry'],[3280.448],[2090.992],[3338.8044],[2155.6772]
173,-mlRH8YvhrjGIMy8M80Itg_198_aug,[3264],[2448],['no-entry'],[856.31085],[1646.0985],[914.258],[1694.0435]
174,-nJvN0qv_YvfdxP2Vk-T0A_1323_aug,[4160],[3120],['no-right-left-or-u-turn'],[1528.7604],[961.9041],[1627.5812],[1064.0674]
175,-nJvN0qv_YvfdxP2Vk-T0A_156_aug,[4160],[3120],['no-right-left-or-u-turn'],[444.6271],[1599.5923],[582.49567],[1740.4785]
176,-nJvN0qv_YvfdxP2Vk-T0A_2490_aug,[4160],[3120],['no-right-left-or-u-turn'],[2251.8293],[1117.2227],[2365.0266],[1249.8204]
177,-nJvN0qv_YvfdxP2Vk-T0A_3657_aug,[4160],[3120],['no-right-left-or-u-turn'],[396.5508],[1355.1022],[517.04266],[1493.169]
178,-nUni3iuEH0aYf-rzokxtA_1950_aug,[3840],[2160],['no-stopping-no-parking'],[1958.9795],[516.1558],[2036.7891],[597.7309]
179,-nUni3iuEH0aYf-rzokxtA_227_aug,[3840],[2160],['no-stopping-no-parking'],[2032.617],[486.33633],[2107.8794],[551.99493]
180,-nUni3iuEH0aYf-rzokxtA_3673_aug,[3840],[2160],['no-stopping-no-parking'],[1530.1687],[560.5449],[1601.1836],[631.3121]
181,-nkXI9G16ok56ioLAIfMjQ_1642_aug,[3984],[2988],['no-entry'],[2423.4473],[2052.5896],[2497.5298],[2130.1838]
182,-nkXI9G16ok56ioLAIfMjQ_201_aug,[3984],[2988],['no-entry'],[935.3738],[1977.2274],[999.037],[2030.4968]
183,-nkXI9G16ok56ioLAIfMjQ_3083_aug,[3984],[2988],['no-entry'],[3283.1484],[2485.0146],[3328.2434],[2540.8596]
184,-o4-dLzOXoOSOdR4P9ZGtA_157_aug,[3984],[2988],['no-right-left-or-u-turn'],[1469.9999],[1711.9707],[1566.5717],[1819.7295]
